file_name,n_tokens
dictionary/monthly-recurring-revenue-mrr/index.html,36603
__MACOSX/dictionary/monthly-recurring-revenue-mrr/._index.html,269
dictionary/proof-of-concept-poc/index.html,36608
__MACOSX/dictionary/proof-of-concept-poc/._index.html,331
dictionary/pay-per-click-ppc/index.html,36594
__MACOSX/dictionary/pay-per-click-ppc/._index.html,269
dictionary/dark/index.html,36537
__MACOSX/dictionary/dark/._index.html,269
dictionary/feature/index.html,36532
__MACOSX/dictionary/feature/._index.html,269
dictionary/click-through-rates/index.html,36581
__MACOSX/dictionary/click-through-rates/._index.html,269
expertise/event-demand-gen/index.html,41292
__MACOSX/expertise/event-demand-gen/._index.html,269
expertise/developer-marketing/index.html,40980
__MACOSX/expertise/developer-marketing/._index.html,269
expertise/gaming-demand-gen/index.html,59025
__MACOSX/expertise/gaming-demand-gen/._index.html,269
expertise/partner-marketing/index.html,58339
__MACOSX/expertise/partner-marketing/._index.html,269
expertise/creator-marketing/index.html,40809
__MACOSX/expertise/creator-marketing/._index.html,269
expertise/virtual-events-2021/index.html,60970
__MACOSX/expertise/virtual-events-2021/._index.html,269
about-us/our-partners/heysummit/index.html,42039
__MACOSX/about-us/our-partners/heysummit/._index.html,269
blog/category/abm/index.html,42417
__MACOSX/blog/category/abm/._index.html,269
blog/category/demand-gen/index.html,42652
__MACOSX/blog/category/demand-gen/._index.html,269
blog/category/developer-marketing/index.html,43090
__MACOSX/blog/category/developer-marketing/._index.html,269
blog/category/partner-marketing/index.html,43011
__MACOSX/blog/category/partner-marketing/._index.html,269
blog/category/virtual-events/index.html,43590
__MACOSX/blog/category/virtual-events/._index.html,269
blog/category/cmo-strategy/index.html,42699
__MACOSX/blog/category/cmo-strategy/._index.html,269
blog/category/emerging-technology/index.html,42424
__MACOSX/blog/category/emerging-technology/._index.html,269
blog/category/culture/index.html,42361
__MACOSX/blog/category/culture/._index.html,269
blog/author/logan/index.html,41892
__MACOSX/blog/author/logan/._index.html,269
blog/author/ezra/index.html,42267
__MACOSX/blog/author/ezra/._index.html,269
blog/author/kenny/index.html,44272
__MACOSX/blog/author/kenny/._index.html,269
blog/author/amber/index.html,43757
__MACOSX/blog/author/amber/._index.html,269
blog/author/ihi-admin/index.html,42139
__MACOSX/blog/author/ihi-admin/._index.html,269
blog/tag/promotion/index.html,36313
__MACOSX/blog/tag/promotion/._index.html,269
blog/tag/abm/index.html,36408
__MACOSX/blog/tag/abm/._index.html,269
blog/tag/virtualevents/index.html,36341
__MACOSX/blog/tag/virtualevents/._index.html,269
blog/tag/datavisualization/index.html,36347
__MACOSX/blog/tag/datavisualization/._index.html,269
blog/tag/developer-marketing/index.html,36335
__MACOSX/blog/tag/developer-marketing/._index.html,269
blog/tag/demandgen/index.html,36328
__MACOSX/blog/tag/demandgen/._index.html,269
blog/tag/webinar/index.html,36319
__MACOSX/blog/tag/webinar/._index.html,269
blog/tag/simulive/index.html,36339
__MACOSX/blog/tag/simulive/._index.html,269
blog/tag/growth-marketing/index.html,36335
__MACOSX/blog/tag/growth-marketing/._index.html,269
blog/tag/engagement/index.html,36328
__MACOSX/blog/tag/engagement/._index.html,269
blog/tag/email-2/index.html,36391
__MACOSX/blog/tag/email-2/._index.html,269
blog/tag/developer-relations/index.html,36335
__MACOSX/blog/tag/developer-relations/._index.html,269
blog/tag/virtual-events/index.html,36420
__MACOSX/blog/tag/virtual-events/._index.html,269
blog/tag/developer-marketing-channels/index.html,36357
__MACOSX/blog/tag/developer-marketing-channels/._index.html,269
blog/tag/marketing/index.html,36315
__MACOSX/blog/tag/marketing/._index.html,269
blog/tag/cmo-strategy/index.html,36345
__MACOSX/blog/tag/cmo-strategy/._index.html,269
blog/tag/webdev/index.html,36425
__MACOSX/blog/tag/webdev/._index.html,269
blog/tag/developermarketing/index.html,36328
__MACOSX/blog/tag/developermarketing/._index.html,269
blog/tag/wordpress-speed-optimization/index.html,36357
__MACOSX/blog/tag/wordpress-speed-optimization/._index.html,269
blog/tag/seo/index.html,36419
__MACOSX/blog/tag/seo/._index.html,269
blog/tag/messaging/index.html,36386
__MACOSX/blog/tag/messaging/._index.html,269
blog/tag/presentation/index.html,36313
__MACOSX/blog/tag/presentation/._index.html,269
blog/tag/rev-ops/index.html,36423
__MACOSX/blog/tag/rev-ops/._index.html,269
blog/tag/martech/index.html,36416
__MACOSX/blog/tag/martech/._index.html,269
blog/tag/email/index.html,36306
__MACOSX/blog/tag/email/._index.html,269
blog/topics/demand-gen/index.html,38024
__MACOSX/blog/topics/demand-gen/._index.html,269
blog/topics/customer-experience/index.html,38026
__MACOSX/blog/topics/customer-experience/._index.html,269
blog/topics/cmo-strategy/index.html,38041
__MACOSX/blog/topics/cmo-strategy/._index.html,269
blog/topics/martech/index.html,38024
__MACOSX/blog/topics/martech/._index.html,269
